INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	INT	INT	STRING	STRING
565	565	1000	FightSkillShaoLin1_13				buff_boss¾ÛÆøÌØĞ§		ÉíÌåÊÜ»÷µã	0	0	0	1	0		Thiên Cang Hµ Th¬: vô ğ¸ch, ğang tø khí
566	566	1400	RideHeader3_5							0	0	0	1	0		Thú cßŞi: Lßu Ly Phøng
567	567	1400	RideHeader3_8							0	0	0	1	0		Thú cßŞi: Ngân Nguy®t Lang
568	568	1400	RideHeader3_12							0	0	0	1	0		Thú cßŞi: Li®t Di­m Sß
569	569	1400	RideHeader3_7							0	0	0	1	0		Thú cßŞi: Nhß İ H±
570	570	1400	RideHeader3_10							0	0	0	1	0		Thú cßŞi: Long Huyªt Mã
571	571	1400	RideHeader3_4							0	0	0	1	0		Thú cßŞi: Vø Änh Ğiêu
572	572	1400	RideHeader3_6							0	0	0	1	0		Thú cßŞi: ThuÜ Liên HÕc
573	573	1400	RideHeader3_9							0	0	0	1	0		Thú cßŞi: Th¤t Thái Lµc
574	574	1400	RideHeader3_11							0	0	0	1	0		Thú cßŞi: Thanh Mao Ngßu
575	575	1000	RideHeader3_13							0	0	0	1	0		Sí Bàng: Huy­n Vû
576	576	1400	RideHeader3_14							0	0	0	1	0		Thú cßŞi: Thi¬m Ği®n Ğiêu
577	577	1400	RideHeader3_15							0	0	0	1	0		Thú cßŞi: Ği®p Vû
581	581	0	FightSkillMingJiao1_9				m01_mj_Å­»ğÁ¬Õ¶_³ÖĞø		ÉíÌåÖĞĞÄµã	0	0	0	1	0		Nµ Höa Liên Träm: Khi t¤n công s¨ tång t¯c ğµ di chuy¬n và sát thß½ng gây ra s¨ tång d¥n
582	11	0	Buff5_1		Skills\Xy\Xy_»­µØÎªÀÎ_»÷ÖĞ.wav		g01_xy_sf_zdo_»­µØÎªÀÎ		½ÅÏÂ¹âÈ¦µã	0	1	1	0	0		Bµ Bµ Sinh Hoa: cách mµt khoäng th¶i gian tñ ğµng ğ£t mµt cÕm bçy dß¾i chân
583	583	0	FightSkillTianShan1_9				m01_ts_±ùÄıËª»ª_³ÖĞø		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		Ğóng Bång: không th¬ di chuy¬n, không th¬ thao tác, có th¬ b¸ công kích, có th¬ ğánh thÑc
584	584	0	FightSkillXinXiu2_9				g01_xx_Ê¬±¬_³ÖĞøbuff		ÉíÌåÖĞĞÄµã	0	0	0	1	0		Nh¤t Nh§t Tang M®nh Tán: trong 20 giây møc tiêu tØ vong s¨ gây sát thß½ng ğµc và trÕng thái Th¤t Minh cho các møc tiêu xung quanh, nªu không tØ vong s¨ gây trÕng thái Th¤t Minh cho các møc tiêu xung quanh.
585	585	0	FightSkillGaiBang_10				g01_gb_½£ÈĞÂÒÎè_³ÖĞø		ÉíÌåÖĞĞÄµã	0	0	0	1	0		Hoành Täo Càn Khôn: mi­n d¸ch kÛ nång kh¯ng chª, bän thân không th¬ sØ døng kÛ nång, gây sát thß½ng kéo dài cho nhi«u møc tiêu ğ¯i ğ¸ch · xung quanh
586	586	0	FightSkillMingJiao_4				g01_buff45_01		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		Nµ Höa Trung Thiêu: tång t¯c ğµ di chuy¬n
587	587	0	FightSkillShaoLin2_8							0	0	0	1	0		Sş hãi: Di chuy¬n tuÏ c½, không th¬ thao tác, có th¬ b¸ công kích, không có cách gì ğánh tïnh
#																
600	600	0	Buff3_4							0	0	0	1	0		Vi®n trş: Gia tång ğ« khán Bång
601	601	0	OtherTools2_15	g01_em_buff1111	interface\sound_shengji.wav	½ÅÏÂ¹âÈ¦µã	ĞÂÀ¶¹â»·		ÉíÌåÖĞĞÄµã	0	0	0	1	0		Tân lam quang hoàn: Gia tång t¤t cä thuµc tính
602	602	0	Buff5_4	g01_em_buff1111	interface\sound_shengji.wav	½ÅÏÂ¹âÈ¦µã	ĞÂºì¹â»·		ÉíÌåÖĞĞÄµã	0	0	0	1	0		Sß ğ° tình thâm: gia tång cß¶ng lñc và nµi lñc
603	603	0	Function_3	g01_em_buff1111	interface\sound_shengji.wav	½ÅÏÂ¹âÈ¦µã	ĞÂ»Æ¹â»·		ÉíÌåÖĞĞÄµã	0	0	0	1	0		M×ng ngày ğoàn viên: gia tång t¤t cä các thuµc tính
604	604	0	fuqiskill_5	g01_em_buff1111	interface\sound_shengji.wav	½ÅÏÂ¹âÈ¦µã	Çé±È½ğ¼á		ÉíÌåÖĞĞÄµã	0	0	0	1	0		Tình tÜ kim kiên: gia tång t¤t cä thuµc tính
605	605	0	Buff5_16	g01_em_buff1111	interface\sound_shengji.wav	½ÅÏÂ¹âÈ¦µã	buffer_¿Æ¾Ù		ÉíÌåÖĞĞÄµã	0	0	0	1	0		Kim bäng ğ« danh: gia tång hµi công công kích và phòng thü hµi công
606	606	0	Buff6_1							0	0	0	1	0		Võ lâm minh chü: không th¬ m· bäo rß½ng trong Tung S½n phong thi«n ğài
607	607	0	Buff6_6							0	0	0	1	0		Di®t: gia tång ngoÕi công công kích
608	607	0	Buff6_5							0	0	0	1	0		Ch¤n: gia tång nµi công công kích
609	607	0	Buff6_4							0	0	0	1	0		T¤n: gia tång t¯c ğµ di chuy¬n
610	607	0	Buff6_3							0	0	0	1	0		HoÕt: tång cß¶ng thân pháp
611	116	0	Buff6_2							0	0	0	1	0		Sinh: sau khi chªt có th¬ h°i sinh, sau khi h°i sinh máu và khí ğ«u ğ¥y
612	612	0	CommonNPCHeader7_12							0	0	0	0	0		Bäo hµ cüa Vu CØu Liên: không th¬ di chuy¬n và xu¤t chiêu và cûng không g£p phäi sát thß½ng
613	613	0	Buff3_15							0	0	0	0	0		T§p trung tinh th¥n, không màng xung quanh
614	36	0	FightSkillXiaoYao_15							0	1	1	0	0		Hß nhßşc: M· rµng phÕm vi sát thß½ng
615	615	0	Buff6_12				»î¶¯BUFF_A01		ÉíÌåÖĞĞÄµã	1	0	0	1	0		Thiên Long m×ng tu±i: tång nµi công, ngoÕi công #rCó th¬ ğªn ĞÕi Lı Cung Thái Vân (170,123) nh§n lînh
616	616	0	Buff6_11				»î¶¯BUFF_B01		ÉíÌåÖĞĞÄµã	1	0	0	1	0		Chân tình h°i quÛ: tång nµi công, ngoÕi công
617	617	0	PetSkill4_1				cw_shengyou		Í·¶¥×´Ì¬µã	0	0	0	1	0		Quy xác: không phäi ch¸u sát thß½ng ğ°ng th¶i không th¬ di chuy¬n và công kích
618	618	0	PetSkill3_3				cw_rouqiang		Í·¶¥×´Ì¬µã	0	0	1	0	0		Tu La Chú: giäm nµi thü
619	619	0	Food_8				g01_buff_Ê¥µ®ÀñºĞ01		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		Tân Xuân vui vë: th¬ lñc, cß¶ng lñc, nµi lñc, trí lñc, thân pháp m²i loÕi tång 20 ği¬m #r#YThiên chi giao tØ#r Ğªn#GTä Ğ°ng · Tô Châu#Yğ¬ nh§n#rThiên Long Bát Bµ chúc các hÕ nåm m¾i vui vë!
620	620	0	Food_8				g01_buff_Ê¥µ®ÀñºĞ02		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		Tân Xuân vui vë: th¬ lñc, cß¶ng lñc, nµi lñc, trí lñc, thân pháp m²i loÕi tång 20 ği¬m #r#YThiên chi giao tØ#r Ğªn#GTä Ğ°ng · Tô Châu#Yğ¬ nh§n#rThiên Long Bát Bµ chúc các hÕ nåm m¾i vui vë!
621	621	0	Food_8				g01_buff_Ê¥µ®ÀñºĞ03		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		Tân Xuân vui vë: th¬ lñc, cß¶ng lñc, nµi lñc, trí lñc, thân pháp m²i loÕi tång 20 ği¬m #r#YThiên chi giao tØ#r Ğªn#GTä Ğ°ng · Tô Châu#Yğ¬ nh§n#rThiên Long Bát Bµ chúc các hÕ nåm m¾i vui vë!
622	622	0	Food_8				g01_buff_Ê¥µ®ÀñºĞ04		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		Tân Xuân vui vë: th¬ lñc, cß¶ng lñc, nµi lñc, trí lñc, thân pháp m²i loÕi tång 20 ği¬m #r#YThiên chi giao tØ#r Ğªn#GTä Ğ°ng · Tô Châu#Yğ¬ nh§n#rThiên Long Bát Bµ chúc các hÕ nåm m¾i vui vë!
623	623	0	PetSkill4_1				g01_xx_jq_ÉñÄ¾ĞĞ_1		ÉíÌåÖĞĞÄµã	0	0	0	1	0		PhÕm thú Kh¯n: s¨ tñ phát n± sau 10 giây, làm giäm t¯c ğµ di chuy¬n cho 6 møc tiêu lân c§n.
624	624	0	Buff5_1		Skills\Xy\Xy_»­µØÎªÀÎ_»÷ÖĞ.wav		g01_xy_sf_zdo_»­µØÎªÀÎ		½ÅÏÂ¹âÈ¦µã	0	1	1	0	0		PhÕm thú: bao vây, không th¬ di chuy¬n, không th¬ sØ døng b¤t kÏ thao tác nào, ğ°ng th¶i cûng không th¬ công kích.
625	625	0	PetSkill4_1				g01_xx_jq_ÉñÄ¾ĞĞ_1		ÉíÌåÖĞĞÄµã	0	0	0	1	0		PhÕm thú - Trì: s¨ tñ phát n± sau 10 giây, làm giäm t¯c ğµ di chuy¬n cho 6 møc tiêu lân c§n.
626	626	0	PetSkill4_1				g01_xx_jq_ÉñÄ¾ĞĞ_1		ÉíÌåÖĞĞÄµã	0	0	0	1	0		PhÕm thú - Biªn: s¨ tñ phát n± sau 10 giây, làm giäm t¯c ğµ di chuy¬n cho 6 møc tiêu lân c§n.
627	627	0	Buff1_1	g01_yanggetianjun		ÉíÌåÊÜ»÷µã	g01_buff100		½ÅÏÂ¹âÈ¦µã	0	1	1	0	0		PhÕm thú: di chuy¬n t¯c ğµ giäm ch§m.
628	628	0	Buff6_12	g01_em_buff1111	interface\sound_shengji.wav	½ÅÏÂ¹âÈ¦µã	ĞÂÀ¶¹â»·		ÉíÌåÖĞĞÄµã	1	0	0	1	0		Vui Ch½i Thiên Long: gia tång sát thß½ng ngoÕi công, nµi công #rCó th¬ ğªn ĞÕi Lı g£p Cung Thái Vân (170,123) ğ¬ nh§n.
629	629	0	Charm4_14				g01_buffÊ¥»ğÊ¹Õß		ÉíÌåÖĞĞÄµã	0	0	1	0	0		Rùa thö chÕy ğua: chï sÑ giä chuy«n lØa m¾i có tß cách ğ¯t Kh±ng Minh Ğång
632	632	0	PetHeader1_14							0	0	1	0	0		Biªn hình- Ô Quy: biªn thành rùa ğen (không th¬ tñ giäi tr×)
633	633	0	PetHeader1_25							0	0	1	0	0		Biªn hình- Thö: biªn thành thö (không th¬ tñ giäi tr×)
634	634	0	Buff7_2				g01_buff»¬µ¹		½ÅÏÂ¹âÈ¦µã	0	0	1	0	0		Trßşt ngã: trßşt vö dßa ngã, t¯c ğµ di chuy¬n giäm 50%
635	635	0	Buff7_1				g01_buff»¬ĞĞ		½ÅÏÂ¹âÈ¦µã	0	0	1	0	0		Trßşt ği: giçm vö dßa trßşt ği, t¯c ğµ di chuy¬n tång 50%
636	636	0	Buff6_16				g01_buff¶¨Éí		½ÅÏÂ¹âÈ¦µã	0	0	1	0	0		ĞÑng yên: b¸ trúng bçy, không th¬ di chuy¬n
637	637	0	Buff6_14				g01_buff¿Ö¾å		ÉíÌåÖĞĞÄµã	0	0	1	0	0		Sş hãi: b¸ ğ° ch½i con rít d÷a ğªn sş xanh m£t
638	638	0	Buff6_15				g01_buff»èË¯		ÉíÌåÖĞĞÄµã	0	0	1	0	0		Ngü mê: b¸ kháp thøy trùng c¡n, ngü mê m®t
639	639	0	Buff6_13				g01_buffÂé±Ô		ÉíÌåÖĞĞÄµã	0	0	1	0	0		Tê li®t: b¸ ong vò vë chích tê li®t, không th¬ cØ ğµng
640	640	0	Huodong_2_1							0	0	0	0	0		Thánh Höa SÑ Giä
641	641	0	TaskTools3_7							0	0	0	0	0		Hµ T¯ng Thánh Höa: khi hµ t¯ng Thánh Höa s¨ r½i vào trÕng thái V§n Thâu
642	641	0	TaskTools3_8							0	0	0	0	0		Tång: 15% nµi thü
643	463	0	CircularTaskTool17_6				buff_ÖØÂ¥ÄæÌì		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Chân Trùng Lâu Ng÷c: Lúc công kích tång 3% khä nång ch¤n nhiªp h°n phách kë ğ¸ch, làm cho kë ğ¸ch tê li®t, kéo dài trong 20 giây, không th¬ phá giäi.
644	462	0	CircularTaskTool17_5				buff_ÖØÂ¥ÍûÔÂ		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Thú cßŞi: Cñ Viên
#																
645	645	0	RideHeader2_7				taiwan_GM		Í·¶¥×´Ì¬µã	1	0	0	1	0		GM chuyên dùng BUFF: tång t¯c, ¦n thân, vô ğ¸ch
646	646	0	Shenqi_3							1	0	0	0	0		Dung Kim LÕc Dß½ng: Khi ğánh trúng kë ğ¸ch, có th¬ tung ra sát thß½ng cµng hß·ng gây t±n thß½ng thêm cho kë ğ¸ch ğ°ng th¶i tång ngoÕi công cüa bän thân, giäm ngoÕi thü cüa ğ¯i phß½ng trong mµt khoäng th¶i gian.
647	646	0	Shenqi_2							1	0	0	0	0		Thu Thüy Vô Ngân:  Khi ğánh trúng kë ğ¸ch, có th¬ tung ra sát thß½ng cµng hß·ng gây t±n thß½ng thêm cho kë ğ¸ch ğ°ng th¶i tång ngoÕi công cüa bän thân, giäm ngoÕi thü cüa ğ¯i phß½ng trong mµt khoäng th¶i gian.
648	646	0	Shenqi_5							1	0	0	0	0		Bích Häi Ngân Ğào:  Khi ğánh trúng kë ğ¸ch, có th¬ tung ra sát thß½ng cµng hß·ng gây t±n thß½ng thêm cho kë ğ¸ch ğ°ng th¶i tång ngoÕi công cüa bän thân, giäm ngoÕi thü cüa ğ¯i phß½ng trong mµt khoäng th¶i gian.
649	646	0	Shenqi_4							1	0	0	0	0		VÕn Hác Tùng Phong:  Khi ğánh trúng kë ğ¸ch, có th¬ tung ra sát thß½ng cµng hß·ng gây t±n thß½ng thêm cho kë ğ¸ch ğ°ng th¶i tång ngoÕi công cüa bän thân, giäm ngoÕi thü cüa ğ¯i phß½ng trong mµt khoäng th¶i gian.
650	650	0	Buff2_12				wq_¹íÍ·µ¶´¥·¢		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		D¯c lñc: tång ngoÕi công
651	651	0	Buff2_13				wq_ÉñÆ÷ÎäÆ÷´¥·¢		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		Tích lñc: tång nµi công
652	652	0	Buff2_10				wq_ÉñÆ÷ÎäÆ÷´¥·¢		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		Tuy®t di®u: tång hµi công
653	653	0	Buff2_8				wq_ÕÛÉÈ´¥·¢		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		Tinh di®u: tång chính xác
654	654	0	Buff2_10				wq_ÉñÆ÷ÎäÆ÷´¥·¢		×óÎäÆ÷°ó¶¨µã	0	0	0	1	0		Tuy®t di®u: tång hµi công
655	655	0	CommonLiveSkill2_4				g01_buffÆÕÍ¨¹Ò»ú		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		C± Mµ hành công tâm pháp
656	655	0	CommonLiveSkill2_5				g01_bufÈËÃñ±Ò¹Ò»ú		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		Toàn Chân hành công tâm pháp
658	658	0	Charm4_16							0	0	0	0	0		Biªn hình Th¢ng B¶m: không th¬ nào dùng tay xóa bö
659	659	0	Charm4_16							0	0	0	0	0		Biªn hình L­ Sß Phø: không th¬ nào dùng tay xóa bö
660	660	0	PetSkill8_16	cw_jieli		Í·¶¥×´Ì¬µã				0	0	0	0	0		Siêu C¤p Tá Lñc: Tång cß¶ng lñc
661	661	0	PetSkill8_7	cw_yihun		Í·¶¥×´Ì¬µã				0	0	0	0	0		Siêu C¤p Di H°n: Tång trí lñc
662	662	0	PetSkill8_14	cw_jiasu		Í·¶¥×´Ì¬µã				0	0	0	0	0		Siêu C¤p Thu¤n Änh: Tång thân pháp
663	663	0	PetSkill8_11	cw_qiangshen		Í·¶¥×´Ì¬µã				0	0	0	0	0		Siêu C¤p Cß¶ng Thân: Tång th¬ lñc
664	664	0	PetSkill8_4	cw_ningshen		Í·¶¥×´Ì¬µã				0	0	0	0	0		Siêu Cñc Ngßng Th¥n: Tång nµi lñc
665	665	0	PetSkill8_2							0	0	0	0	0		Bång Cang: tång 50 ği¬m Bång kháng ğ°ng th¶i tång t¤t cä thuµc tính
666	666	0	PetSkill9_4							0	0	0	0	0		Höa Cang: tång 50 ği¬m Höa kháng ğ°ng th¶i tång t¤t cä thuµc tính
667	667	0	PetSkill8_5							0	0	0	0	0		Ğµc Cang: tång 50 ği¬m Ğµc kháng ğ°ng th¶i tång t¤t cä thuµc tính
668	668	0	PetSkill9_1							0	0	0	0	0		Huy«n Cang: tång 50 ği¬m Huy«n kháng ğ°ng th¶i tång t¤t cä thuµc tính
669	669	0	PetSkill8_1							0	0	0	0	0		ĞÕi Trí Nhßşc Ngu: tång gi¾i hÕn máu, giäm khä nång né tránh và chính xác
670	670	0	PetSkill9_3							0	0	0	0	0		C± Linh Tinh Quái: tång khä nång chính xác và né tránh, giäm phòng ngñ
671	671	0	PetSkill8_12							0	0	0	0	0		Thô Trung Hæu Tª: tång phòng ngñ, giäm hµi công
672	672	0	PetSkill9_2							0	0	0	0	0		Bính TØ Tß½ng Bác: tång hµi công, giäm gi¾i hÕn máu
673	673	0	PetSkill9_6							0	0	0	0	0		Th¥n Du TÑ Häi: tång nµi công, giäm ngoÕi công
674	674	0	PetSkill9_9							0	0	0	0	0		Lñc BÕt S½n Hà: tång ngoÕi công, giäm nµi công
675	675	0	PetSkill8_3							0	0	0	1	0		Siêu C¤p Th¯ng Kích: tång ğµ chính xác
676	676	0	PetSkill8_6							0	0	0	2	0		Siêu C¤p Mãnh Kích: tång ğµ chính xác
677	677	0	PetSkill9_10							0	0	0	3	0		Cñc Bång Chú: tång Bång công
678	678	0	PetSkill9_8							0	0	0	4	0		Minh Höa Chú: tång Höa công
679	679	0	PetSkill9_5							0	0	0	5	0		Thiên Lôi Chú: tång Huy«n công
680	680	0	PetSkill9_7							0	0	0	6	0		Th¸ Ğµc Chú: tång Ğµc công
681	13	0	Buff0_9				buff_fengxue_01		ÉíÌåÊÜ»÷µã	0	1	1	0	0		Phong huy®t: Không th¬ di chuy¬n, không th¬ thao tác, có th¬ b¸ công kích, không có cách gì ğánh tïnh
682	23	0	Buff1_1				g01_buff100		½ÅÏÂ¹âÈ¦µã	0	1	1	0	0		Cß½ng nghÕnh: T¯c ğµ di chuy¬n ch§m
683	619	0	Treasure3_2				g01_buff_Ê¥µ®ÀñºĞ01		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		T¯ng Phiêu Hß½ng: v×a m¾i dùng xong miªng bánh th½m ngon, cäm th¤y khí lñc toàn thân, tång t¤t cä thuµc tính 5 ği¬m
684	684	0	Shenqi_3_5							1	0	0	0	0		Chúc m×ng Tªt Ğoan Ng÷: Tång t¤t cä thuµc tính 12 ği¬m
685	685	0	Shenqi_3_1							1	0	0	0	0		Chúc m×ng Tªt Ğoan Ng÷: Tång t¤t cä thuµc tính 15 ği¬m
686	686	0	Shenqi_3_3							1	0	0	0	0		Chúc m×ng Tªt Ğoan Ng÷: Tång t¤t cä thuµc tính 18 ği¬m
687	687	0	Shenqi_3_9							1	0	0	0	0		Chúc m×ng Tªt Ğoan Ng÷: Tång t¤t cä thuµc tính 21 ği¬m
688	688	0	Shenqi_3_6							1	0	0	0	0		Chúc m×ng Tªt Ğoan Ng÷: Tång t¤t cä thuµc tính 24 ği¬m
689	689	0	Shenqi_3_2							1	0	0	0	0		Chúc m×ng Tªt Ğoan Ng÷: Tång t¤t cä thuµc tính 27 ği¬m
690	690	0	Shenqi_3_4							1	0	0	0	0		Chúc m×ng Tªt Ğoan Ng÷: Tång t¤t cä thuµc tính 30 ği¬m
691	691	0	Shenqi_3_7							1	0	0	0	0		Chúc m×ng Tªt Ğoan Ng÷: Tång t¤t cä thuµc tính 33 ği¬m
692	692	0	Shenqi_3_8							1	0	0	0	0		Chúc m×ng Tªt Ğoan Ng÷: Tång t¤t cä thuµc tính 36 ği¬m
693	700	0	Huodong_3_1				g01_buff_Ê¥µ®ÀñºĞ01		½ÅÏÂ¹âÈ¦µã	1	0	0	0	0		Chúc m×ng Tªt Ğoan Ng÷: Tång t¤t cä thuµc tính 39 ği¬m
694	700	0	Huodong_3_1				g01_buff_Ê¥µ®ÀñºĞ01		½ÅÏÂ¹âÈ¦µã	1	0	0	0	0		Chúc m×ng Tªt Ğoan Ng÷: Tång t¤t cä thuµc tính 9 ği¬m
#																
700	700	0	TaskTools4_12							1	0	0	0	0		Chiªu bài : Nghê H°ng Ğång
701	700	0	TaskTools4_12							1	0	0	0	0		Chiªu bài: Ğao kiªm tranh phong
702	700	0	TaskTools4_12							1	0	0	0	0		Chiªu bài: Thiªt giáp ğ°ng bích
703	700	0	TaskTools4_12							1	0	0	0	0		Chiªu bài: Trân c¥m d¸ thú
704	700	0	TaskTools4_12							1	0	0	0	0		Chiªu bài: Kim Tñ Chiªu bài
705	343	0	Treasure_12							1	0	0	0	0		Càn khôn bôi: Tñ ğµng thu th§p v§t ph¦m lúc quái v§t r¾t ra
706	700	0	Buff10_5				buff_ºÍĞ³¹â»·01		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Hoà Hài Quang Hoàn: tång 6 ği¬m t¤t cä thuµc tính
707	700	0	Buff10_5				buff_ºÍĞ³¹â»·01		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Hoà Hài Quang Hoàn: tång 9 ği¬m t¤t cä thuµc tính
708	700	0	Buff10_5				buff_ºÍĞ³¹â»·01		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Hoà Hài Quang Hoàn: tång 12 ği¬m t¤t cä thuµc tính
709	700	0	Buff10_5				buff_ºÍĞ³¹â»·01		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Hoà Hài Quang Hoàn: tång 15 ği¬m t¤t cä thuµc tính
710	700	0	Buff10_5				buff_ºÍĞ³¹â»·01		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Hoà Hài Quang Hoàn: tång 18 ği¬m t¤t cä thuµc tính
711	700	0	Buff10_5				buff_ºÍĞ³¹â»·01		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Hoà Hài Quang Hoàn: tång 21 ği¬m t¤t cä thuµc tính
712	700	0	Buff10_5				buff_ºÍĞ³¹â»·01		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Hoà Hài Quang Hoàn: tång 24 ği¬m t¤t cä thuµc tính
713	700	0	Buff10_5				buff_ºÍĞ³¹â»·01		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Hoà Hài Quang Hoàn: tång 27 ği¬m t¤t cä thuµc tính
714	700	0	Buff10_5				buff_ºÍĞ³¹â»·01		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Hoà Hài Quang Hoàn: tång 30 ği¬m t¤t cä thuµc tính
715	700	0	Buff10_5				buff_ºÍĞ³¹â»·01		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Hoà Hài Quang Hoàn: tång 33 ği¬m t¤t cä thuµc tính
716	700	0	Buff10_5				buff_ºÍĞ³¹â»·01		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Hoà Hài Quang Hoàn: tång 36 ği¬m t¤t cä thuµc tính
717	700	0	Buff10_5				buff_ºÍĞ³¹â»·01		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Hoà Hài Quang Hoàn: tång 39 ği¬m t¤t cä thuµc tính
718	700	1000	Buff10_10				buff_ÀÍ¶¯×î¿ìÀÖ		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Lao Ğµng Vui Vë: Tång t¤t cä thuµc tính 6 ği¬m
719	700	1000	Buff10_10				buff_ÀÍ¶¯×î¿ìÀÖ		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Lao Ğµng Vui Vë: Tång t¤t cä thuµc tính 9 ği¬m
720	700	1000	Buff10_10				buff_ÀÍ¶¯×î¿ìÀÖ		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Lao Ğµng Vui Vë: Tång t¤t cä thuµc tính 12 ği¬m
721	700	1000	Buff10_10				buff_ÀÍ¶¯×î¿ìÀÖ		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Lao Ğµng Vui Vë: Tång t¤t cä thuµc tính 15 ği¬m
722	700	1000	Buff10_10				buff_ÀÍ¶¯×î¿ìÀÖ		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Lao Ğµng Vui Vë: Tång t¤t cä thuµc tính 18 ği¬m
723	700	1000	Buff10_10				buff_ÀÍ¶¯×î¿ìÀÖ		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Lao Ğµng Vui Vë: Tång t¤t cä thuµc tính 21 ği¬m
724	700	1000	Buff10_10				buff_ÀÍ¶¯×î¿ìÀÖ		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Lao Ğµng Vui Vë: Tång t¤t cä thuµc tính 24 ği¬m
725	700	1000	Buff10_10				buff_ÀÍ¶¯×î¿ìÀÖ		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Lao Ğµng Vui Vë: Tång t¤t cä thuµc tính 27 ği¬m
726	700	1000	Buff10_10				buff_ÀÍ¶¯×î¿ìÀÖ		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Lao Ğµng Vui Vë: Tång t¤t cä thuµc tính 30 ği¬m
727	700	1000	Buff10_10				buff_ÀÍ¶¯×î¿ìÀÖ		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Lao Ğµng Vui Vë: Tång t¤t cä thuµc tính 33 ği¬m
728	700	1000	Buff10_10				buff_ÀÍ¶¯×î¿ìÀÖ		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Lao Ğµng Vui Vë: Tång t¤t cä thuµc tính 36 ği¬m
729	700	1000	Buff10_10				buff_ÀÍ¶¯×î¿ìÀÖ		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Lao Ğµng Vui Vë: Tång t¤t cä thuµc tính 39 ği¬m
730	700	1000					ÌÒ»¨Õóµ×ÅÌ		½ÅÏÂ¹âÈ¦µã	0	0	0	0	0		
731	700	1000					ÌÒ»¨Õóµ×ÅÌÂÌ		½ÅÏÂ¹âÈ¦µã	0	0	0	0	0		
732	700	1000	Buff2_12							1	0	0	0	0		Lam S¡c Ph§t Ğång: Nµi ngoÕi công c½ bän tång 100%
733	700	7500	FightSkillShaoLin1_13							1	0	0	0	0		H°ng S¡c Ph§t Ğång: mi­n d¸ch sát thß½ng
734	646	2000	Shenqi_4							1	0	0	0	0		Ğánh trúng kë ğ¸ch có khä nång ra ğòn Tinh di®u nh¤t kích, gây thêm sát thß½ng, ğ°ng th¶i trong mµt khoäng th¶i gian tång Chính xác cüa bän thân, giäm Né tránh cüa ğ¯i phß½ng 
735	811	2000	PetSkill6_8	npc_all_kongzhi_zdo		ÉíÌåÊÜ»÷µã				0	0	1	0	0		Nµi ngoÕi thü giäm 2400
736	812	2000	PetSkill6_6	npc_all_kongzhi_zdo		ÉíÌåÊÜ»÷µã				0	0	1	0	0		Nµi ngoÕi công giäm 2400
737	737	1000	Buff11_3				buff_ÀÏÓÑµÄ×£¸£³ÖĞø		ÉíÌåÖĞĞÄµã	0	0	0	1	0		Chúc phúc cüa lão hæu, t¤t cä thuµc tính tång 10 ği¬m, duy trì 30 phút
738	737	1000	Buff11_3				buff_ÀÏÓÑµÄ×£¸£³ÖĞø		ÉíÌåÖĞĞÄµã	0	0	0	1	0		Chúc phúc cüa lão hæu, t¤t cä thuµc tính tång 16 ği¬m, duy trì 30 phút
